dept_code,admission_year,requirement_group,target_grade_level,required_count,requirement_text,is_alert_required,logic_operator,course_code,recommended_course
DESIGN_DIV,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DES1004,
DESIGN_DIV,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DES1002,
DESIGN_DIV,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DES1001,
DESIGN_DIV,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DES1003,
DESIGN_DIV,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DES1005,
DESIGN_DIV,,,,,,,,,드로잉파운데이션
DESIGN_DIV,,,,,,,,,2D디지털디자인
DESIGN_DIV,,,,,,,,,스튜디오프랙티스
JEWEL,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1004,
JEWEL,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1002,
JEWEL,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1001,
JEWEL,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1003,
JEWEL,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1005,
JEWEL,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1004,
JEWEL,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1002,
JEWEL,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1001,
JEWEL,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1003,
JEWEL,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1005,
JEWEL,,,,,,,,,드로잉파운데이션
JEWEL,,,,,,,,,2D디지털디자인
JEWEL,,,,,,,,,스튜디오프랙티스
CONV_DESIGN,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1004,
CONV_DESIGN,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1002,
CONV_DESIGN,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1001,
CONV_DESIGN,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1003,
CONV_DESIGN,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1005,
CONV_DESIGN,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1004,
CONV_DESIGN,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1002,
CONV_DESIGN,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1001,
CONV_DESIGN,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1003,
CONV_DESIGN,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1005,
CONV_DESIGN,,,,,,,,,드로잉파운데이션
CONV_DESIGN,,,,,,,,,2D디지털디자인
CONV_DESIGN,,,,,,,,,스튜디오프랙티스
VIS_DESIGN,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1004,
VIS_DESIGN,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1002,
VIS_DESIGN,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1001,
VIS_DESIGN,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1003,
VIS_DESIGN,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1005,
VIS_DESIGN,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1004,
VIS_DESIGN,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1002,
VIS_DESIGN,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1001,
VIS_DESIGN,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1003,
VIS_DESIGN,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 디자인계열),True,AND,DES1005,
VIS_DESIGN,,,,,,,,,드로잉파운데이션
VIS_DESIGN,,,,,,,,,2D디지털디자인
VIS_DESIGN,,,,,,,,,스튜디오프랙티스
